series_id,model,mae,smape
M36643,lstm_standard,28.447264,1.808003
M12712,lstm_standard,146.595105,8.057282
M19039,lstm_standard,680.666508,21.597030
M2183,lstm_standard,136.468484,4.820680
M38074,lstm_standard,1075.490349,23.833452
M39011,lstm_standard,213.797255,19.829018
M26405,lstm_standard,39.442144,1.685436
M23424,lstm_standard,79.648238,1.933812
M25000,lstm_standard,215.120155,5.608973
M38778,lstm_standard,303.508142,3.057759
M37249,lstm_standard,908.492388,33.949526
M36925,lstm_standard,512.327547,16.209152
M5735,lstm_standard,1612.942255,15.801803
M20252,lstm_standard,1004.230841,30.165330
M37370,lstm_standard,54.667631,5.514906
M20820,lstm_standard,257.957984,21.459554
M25750,lstm_standard,114.654533,10.049900
M26657,lstm_standard,282.692098,25.040724
M19928,lstm_standard,544.445493,11.299399
M11016,lstm_standard,140.518328,8.057338
M29269,lstm_standard,135.047857,6.652934
M22571,lstm_standard,97.539189,4.946842
M7746,lstm_standard,1721.279192,20.098230
M22653,lstm_standard,16.845315,1.139899
M28137,lstm_standard,545.136926,5.394612
M14884,lstm_standard,607.188506,6.223982
M2955,lstm_standard,813.950415,8.069407
M36494,lstm_standard,56.299945,3.375597
M33390,lstm_standard,824.659586,49.892564
M9021,lstm_standard,1285.311779,48.358440
M27093,lstm_standard,925.251343,9.376497
M23830,lstm_standard,1205.383815,19.458091
M16180,lstm_standard,1309.516097,10.949449
M40947,lstm_standard,772.957170,15.316597
M31013,lstm_standard,641.455259,13.422642
M24082,lstm_standard,562.063157,16.289291
M15401,lstm_standard,897.789141,33.070791
M32772,lstm_robust,669.172376,25.345285
M39513,lstm_robust,222.209765,14.045306
M43582,lstm_robust,358.360294,10.259081
M2976,lstm_robust,678.347413,6.220541
M3378,lstm_robust,75.339452,1.219670
M3793,lstm_robust,237.774801,6.293802
M34124,lstm_robust,381.601420,14.782388
M19848,lstm_robust,1063.915500,43.564437
M10422,lstm_robust,44.888289,4.073584
M28534,lstm_robust,467.945962,4.753955
M35123,lstm_robust,400.023984,18.340899
M38965,lstm_robust,183.390074,1.830824
M4832,lstm_robust,128.370612,2.329877
M26546,lstm_robust,379.346287,6.748131
M26508,lstm_robust,34.906077,0.788896
M843,lstm_robust,16.401668,1.516793
M27135,lstm_robust,35.586533,2.837525
M24472,lstm_robust,860.861765,8.728150
M41399,lstm_robust,691.424990,10.269315
M6401,lstm_robust,1128.901173,9.176236
M8727,lstm_robust,220.779181,34.280126
M19175,lstm_robust,1054.816951,17.448659
M34044,lstm_robust,1148.198993,28.681674
M10601,lstm_robust,823.491816,20.810881
M22156,lstm_robust,142.502336,3.814924
M13817,lstm_robust,595.265238,19.944751
M20403,lstm_robust,723.936801,58.122314
M33554,lstm_robust,189.218950,25.488662
M17448,lstm_robust,431.230603,42.107640
M1705,lstm_robust,118.539771,4.327989
M24937,lstm_robust,434.006069,10.581653
M15412,lstm_robust,1241.556145,15.702790
M9114,lstm_robust,872.030781,39.067340
M41584,lstm_robust,1824.417980,21.127997
M19528,lstm_robust,322.478289,22.107218
M31381,lstm_robust,958.871159,29.224770
M37217,lstm_robust,65.565462,6.189754
M5663,lstm_robust,1003.088982,9.246051
M23337,lstm_robust,26.416753,1.590663
M15952,lstm_robust,740.770823,13.637790
M43622,lstm_robust,3242.353218,30.409519
M47799,lstm_robust,1389.081963,34.128191
M36823,lstm_robust,3411.036756,24.766086
M19842,lstm_robust,1141.316670,39.264246
M3920,lstm_robust,289.594898,10.162200
M33760,lstm_robust,1708.148811,24.038735
M26741,lstm_robust,520.374207,6.505614
M11301,lstm_robust,44.908107,1.961699
M39695,lstm_robust,372.012083,4.740506
M26684,lstm_robust,835.827777,14.839564
M32983,lstm_robust,173.845741,14.406871
M34628,lstm_robust,2460.149756,35.789983
M24410,lstm_robust,106.256984,2.639788
M10445,lstm_robust,34.071187,3.274392
M27785,lstm_robust,1171.144655,8.357018
M16157,lstm_robust,317.579294,22.940586
M27832,lstm_robust,659.244408,20.302015
M45377,lstm_robust,282.150996,13.360145
M26001,lstm_robust,166.926569,3.440023
M40961,lstm_robust,6722.710644,51.647918
M5,lstm_robust,60.784794,1.392321
M6840,lstm_robust,1608.487146,21.924846
